PRECINCT NAME,REGISTERED VOTERS,BALLOTS CAST,REP,DEM,LIB,GRN,Write-in
PCT 177,3203,2,1,0,0,1,0
PCT 177,3203,0,0,0,0,0,0
PCT 178,3002,448,325,110,8,1,2
PCT 178,3002,1072,774,285,7,1,0
PCT 178,3002,35,19,16,0,0,0
PCT 178,3002,1,1,0,0,0,0
PCT 178,3002,0,0,0,0,0,0
PCT 179,4634,563,405,136,15,2,1
PCT 179,4634,2428,1773,623,14,5,1
PCT 179,4634,241,141,95,4,0,0
PCT 179,4634,5,5,0,0,0,0
PCT 179,4634,0,0,0,0,0,0
PCT 180,3313,501,256,236,5,1,0
PCT 180,3313,1044,521,504,14,2,1
PCT 180,3313,35,8,27,0,0,0
PCT 180,3313,0,0,0,0,0,0
PCT 180,3313,0,0,0,0,0,0
PCT 181,2563,387,227,152,7,0,0
PCT 181,2563,739,478,252,5,0,0
PCT 181,2563,20,13,5,1,0,0
PCT 181,2563,1,0,1,0,0,0
PCT 181,2563,0,0,0,0,0,0
PCT 182,3909,519,277,232,7,1,1
PCT 182,3909,1409,742,651,8,3,2
PCT 182,3909,70,32,37,1,0,0
PCT 182,3909,6,4,1,1,0,0
PCT 182,3909,0,0,0,0,0,0
PCT 183,115,12,9,3,0,0,0
PCT 183,115,31,22,8,0,0,0
PCT 183,115,3,3,0,0,0,0
PCT 183,115,0,0,0,0,0,0
PCT 183,115,0,0,0,0,0,0
PCT 184,3232,451,207,235,4,3,0
PCT 184,3232,814,359,446,5,2,0
PCT 184,3232,41,20,21,0,0,0
PCT 184,3232,1,0,1,0,0,0
PCT 184,3232,0,0,0,0,0,0
PCT 185,48,4,4,0,0,0,0
PCT 185,48,17,9,8,0,0,0
PCT 185,48,1,1,0,0,0,0
PCT 185,48,0,0,0,0,0,0
PCT 185,48,0,0,0,0,0,0
PCT 186,146,19,13,5,1,0,0
PCT 186,146,45,39,6,0,0,0
PCT 186,146,4,2,2,0,0,0
PCT 186,146,0,0,0,0,0,0
PCT 186,146,0,0,0,0,0,0
PCT 187,573,129,116,13,0,0,0
PCT 187,573,202,184,18,0,0,0
PCT 187,573,6,3,3,0,0,0
PCT 187,573,0,0,0,0,0,0
PCT 187,573,0,0,0,0,0,0
PCT 188,64,6,6,0,0,0,0
PCT 188,64,35,29,5,0,0,0
PCT 188,64,0,0,0,0,0,0
PCT 188,64,0,0,0,0,0,0
PCT 188,64,0,0,0,0,0,0
PCT 189,849,140,120,14,4,2,0
PCT 189,849,288,235,50,2,0,0
PCT 189,849,11,10,0,0,0,0
PCT 189,849,1,1,0,0,0,0
PCT 189,849,0,0,0,0,0,0
PCT 190,82,12,10,2,0,0,0
PCT 190,82,29,23,4,1,0,1
PCT 190,82,1,1,0,0,0,0
PCT 190,82,0,0,0,0,0,0
PCT 190,82,0,0,0,0,0,0
PCT 191,603,85,65,18,2,0,0
PCT 191,603,133,100,32,0,0,0
PCT 191,603,6,4,2,0,0,0
PCT 191,603,3,3,0,0,0,0
PCT 191,603,0,0,0,0,0,0
PCT 192,3404,680,526,142,7,0,2
PCT 192,3404,1117,823,281,5,4,1
PCT 192,3404,28,20,8,0,0,0
PCT 192,3404,16,11,5,0,0,0
PCT 192,3404,0,0,0,0,0,0
PCT 193,1193,193,165,27,1,0,0
PCT 193,1193,404,292,107,4,0,1
PCT 193,1193,7,4,3,0,0,0
PCT 193,1193,0,0,0,0,0,0
PCT 193,1193,0,0,0,0,0,0
PCT 194,31,11,9,2,0,0,0
PCT 194,31,6,5,1,0,0,0
PCT 194,31,0,0,0,0,0,0
PCT 194,31,0,0,0,0,0,0
PCT 194,31,0,0,0,0,0,0
PCT 195,916,117,88,28,0,1,0
PCT 195,916,401,293,97,5,1,1
PCT 195,916,23,17,6,0,0,0
PCT 195,916,0,0,0,0,0,0
PCT 195,916,0,0,0,0,0,0
PCT 196,1904,250,137,104,6,1,1
PCT 196,1904,710,400,299,10,0,0
PCT 196,1904,32,19,13,0,0,0
PCT 196,1904,2,1,1,0,0,0
PCT 196,1904,0,0,0,0,0,0
PCT 197,1283,158,61,92,3,0,0
PCT 197,1283,501,198,297,5,0,0
PCT 197,1283,21,7,14,0,0,0
PCT 197,1283,1,1,0,0,0,0
PCT 197,1283,0,0,0,0,0,0
PCT 198,124,23,22,1,0,0,0
PCT 198,124,40,37,2,0,1,0
PCT 198,124,2,0,2,0,0,0
PCT 198,124,0,0,0,0,0,0
PCT 198,124,0,0,0,0,0,0
PCT 199,3269,540,373,158,8,0,1
PCT 199,3269,1360,985,366,8,0,0
PCT 199,3269,23,10,12,1,0,0
PCT 199,3269,5,2,3,0,0,0
PCT 199,3269,0,0,0,0,0,0
PCT 200,1943,325,242,77,5,0,0
PCT 200,1943,634,443,177,9,2,0
PCT 200,1943,32,15,17,0,0,0
PCT 200,1943,0,0,0,0,0,0
PCT 200,1943,0,0,0,0,0,0
PCT 201,0,0,0,0,0,0,0
PCT 201,0,0,0,0,0,0,0
PCT 201,0,0,0,0,0,0,0
PCT 201,0,0,0,0,0,0,0
PCT 201,0,0,0,0,0,0,0
PCT 202,2,0,0,0,0,0,0
PCT 202,2,2,0,2,0,0,0
PCT 202,2,0,0,0,0,0,0
PCT 202,2,0,0,0,0,0,0
PCT 202,2,0,0,0,0,0,0
PCT 203,3150,385,255,124,5,0,0
PCT 203,3150,1412,864,533,8,3,0
PCT 203,3150,54,30,23,0,0,0
PCT 203,3150,2,2,0,0,0,0
PCT 203,3150,0,0,0,0,0,0
PCT 204,349,47,27,19,0,0,0
PCT 204,349,178,119,58,1,0,0
PCT 204,349,5,2,3,0,0,0
PCT 204,349,0,0,0,0,0,0
PCT 204,349,0,0,0,0,0,0
PCT 205,34,2,2,0,0,0,0
PCT 205,34,16,11,5,0,0,0
PCT 205,34,0,0,0,0,0,0
PCT 205,34,0,0,0,0,0,0
PCT 205,34,0,0,0,0,0,0
PCT 206,1781,240,150,86,3,1,0
PCT 206,1781,735,410,316,5,3,0
PCT 206,1781,20,15,5,0,0,0
PCT 206,1781,1,1,0,0,0,0
PCT 206,1781,0,0,0,0,0,0
PCT 207,3993,600,383,201,10,2,3
PCT 207,3993,1471,859,581,19,7,0
PCT 207,3993,53,26,27,0,0,0
PCT 207,3993,1,1,0,0,0,0
PCT 207,3993,0,0,0,0,0,0
PCT 208,3375,579,377,185,11,3,0
PCT 208,3375,1491,929,541,14,5,2
PCT 208,3375,67,38,28,1,0,0
PCT 208,3375,3,1,1,1,0,0
PCT 208,3375,0,0,0,0,0,0
PCT 209,1187,194,120,72,1,1,0
PCT 209,1187,411,239,169,2,0,0
PCT 209,1187,7,2,4,1,0,0
PCT 209,1187,2,2,0,0,0,0
PCT 209,1187,0,0,0,0,0,0
PCT 210,1661,311,134,173,1,1,0
PCT 210,1661,588,255,326,5,0,1
PCT 210,1661,14,6,8,0,0,0
PCT 210,1661,1,0,1,0,0,0
PCT 210,1661,0,0,0,0,0,0
PCT 211,3302,400,206,182,9,0,0
PCT 211,3302,1281,726,539,9,2,1
PCT 211,3302,76,46,28,1,0,0
PCT 211,3302,1,0,1,0,0,0
PCT 211,3302,0,0,0,0,0,0
PCT 212,5564,1130,505,609,7,4,2
PCT 212,5564,1621,683,916,15,3,1
PCT 212,5564,48,17,30,0,0,1
PCT 212,5564,0,0,0,0,0,0
PCT 212,5564,0,0,0,0,0,0
PCT 213,3612,547,283,256,6,1,0
PCT 213,3612,1276,575,680,16,2,2
PCT 213,3612,24,13,11,0,0,0
PCT 213,3612,1,0,1,0,0,0
PCT 213,3612,0,0,0,0,0,0
PCT 214,4427,615,453,155,6,1,0
PCT 214,4427,2016,1557,439,14,4,0
PCT 214,4427,83,63,16,2,1,0
PCT 214,4427,2,2,0,0,0,0
PCT 214,4427,0,0,0,0,0,0
PCT 215,2543,326,220,98,4,3,0
PCT 215,2543,698,467,219,9,2,0
PCT 215,2543,25,14,11,0,0,0
PCT 215,2543,7,1,4,1,0,0
PCT 215,2543,0,0,0,0,0,0
PCT 216,6210,1055,737,289,20,6,0
PCT 216,6210,2215,1427,763,20,2,0
PCT 216,6210,61,32,27,1,0,0
PCT 216,6210,1,0,1,0,0,0
PCT 216,6210,0,0,0,0,0,0
PCT 217,2919,436,247,173,13,1,0
PCT 217,2919,1084,632,429,15,2,3
PCT 217,2919,30,20,8,0,1,0
PCT 217,2919,0,0,0,0,0,0
PCT 217,2919,0,0,0,0,0,0
PCT 218,4110,630,278,336,13,1,0
PCT 218,4110,1595,810,766,8,3,0
PCT 218,4110,56,25,31,0,0,0
PCT 218,4110,0,0,0,0,0,0
PCT 218,4110,0,0,0,0,0,0
PCT 219,4072,567,296,266,3,1,0
PCT 219,4072,1607,776,814,11,3,0
PCT 219,4072,59,21,36,2,0,0
PCT 219,4072,1,1,0,0,0,0
PCT 219,4072,0,0,0,0,0,0
PCT 220,4641,809,383,415,8,2,0
PCT 220,4641,1362,569,781,6,0,1
PCT 220,4641,47,29,17,0,0,0
PCT 220,4641,1,1,0,0,0,0
PCT 220,4641,0,0,0,0,0,0
PCT 221,5138,642,416,213,10,3,0
PCT 221,5138,2117,1315,768,17,3,2
PCT 221,5138,113,70,40,1,1,0
PCT 221,5138,2,2,0,0,0,0
PCT 221,5138,0,0,0,0,0,0
PCT 222,3575,494,247,239,6,1,0
PCT 222,3575,1387,668,698,16,3,0
PCT 222,3575,51,19,30,0,0,0
PCT 222,3575,1,1,0,0,0,0
PCT 222,3575,0,0,0,0,0,0
PCT 223,2154,316,167,142,4,0,0
PCT 223,2154,858,451,395,6,1,0
PCT 223,2154,21,10,11,0,0,0
PCT 223,2154,1,1,0,0,0,0
PCT 223,2154,0,0,0,0,0,0
PCT 224,3036,419,293,121,2,2,0
PCT 224,3036,1329,985,335,6,1,0
PCT 224,3036,58,41,17,0,0,0
PCT 224,3036,2,2,0,0,0,0
PCT 224,3036,0,0,0,0,0,0
PCT 225,3815,613,299,302,3,2,4
PCT 225,3815,1149,496,641,7,2,1
PCT 225,3815,57,21,35,0,0,0
PCT 225,3815,0,0,0,0,0,0
PCT 225,3815,0,0,0,0,0,0
PCT 226,4365,588,291,286,6,3,1
PCT 226,4365,1596,749,824,17,2,0
PCT 226,4365,59,35,24,0,0,0
PCT 226,4365,7,6,1,0,0,0
PCT 226,4365,0,0,0,0,0,0
PCT 227,4310,611,310,283,8,5,3
PCT 227,4310,1605,805,772,21,1,0
PCT 227,4310,69,32,36,0,0,1
PCT 227,4310,0,0,0,0,0,0
PCT 227,4310,0,0,0,0,0,0
PCT 228,5265,806,411,374,16,3,1
PCT 228,5265,1313,606,689,8,5,0
PCT 228,5265,34,17,15,0,0,0
PCT 228,5265,2,2,0,0,0,0
PCT 228,5265,0,0,0,0,0,0
PCT 229,1738,290,154,135,1,0,0
PCT 229,1738,559,273,281,4,0,0
PCT 229,1738,16,8,8,0,0,0
PCT 229,1738,1,1,0,0,0,0
PCT 229,1738,0,0,0,0,0,0
PCT 230,4826,621,291,320,4,3,0
PCT 230,4826,1333,611,703,13,5,0
PCT 230,4826,85,39,44,2,0,0
PCT 230,4826,0,0,0,0,0,0
PCT 230,4826,0,0,0,0,0,0
PCT 231,3247,495,275,206,10,2,1
PCT 231,3247,1226,688,520,11,3,0
PCT 231,3247,32,15,17,0,0,0
PCT 231,3247,1,1,0,0,0,0
PCT 231,3247,0,0,0,0,0,0
PCT 232,3600,522,316,194,7,2,0
PCT 232,3600,1426,793,607,15,5,1
PCT 232,3600,41,27,14,0,0,0
PCT 232,3600,2,1,1,0,0,0
PCT 232,3600,0,0,0,0,0,0
PCT 233,1922,263,157,100,4,1,0
PCT 233,1922,677,389,276,6,4,0
PCT 233,1922,25,10,14,1,0,0
PCT 233,1922,3,0,3,0,0,0
PCT 233,1922,0,0,0,0,0,0
PCT 234,2546,393,176,213,0,0,1
PCT 234,2546,1065,477,582,4,1,1
PCT 234,2546,21,10,11,0,0,0
PCT 234,2546,5,2,3,0,0,0
PCT 234,2546,0,0,0,0,0,0
PCT 235,1874,241,115,120,1,1,3
PCT 235,1874,697,318,372,4,1,0
PCT 235,1874,26,11,15,0,0,0
PCT 235,1874,2,0,2,0,0,0
PCT 235,1874,0,0,0,0,0,0
PCT 236,2889,435,282,141,8,2,0
PCT 236,2889,1187,749,421,14,1,0
PCT 236,2889,54,26,28,0,0,0
PCT 236,2889,2,1,1,0,0,0
PCT 236,2889,0,0,0,0,0,0
PCT 237,2253,297,155,137,1,0,0
PCT 237,2253,692,331,351,6,2,1
PCT 237,2253,21,8,13,0,0,0
PCT 237,2253,1,1,0,0,0,0
PCT 237,2253,0,0,0,0,0,0
PCT 238,3923,538,240,293,3,1,0
PCT 238,3923,1141,490,635,10,4,0
PCT 238,3923,34,19,15,0,0,0
PCT 238,3923,2,0,2,0,0,0
PCT 238,3923,0,0,0,0,0,0
PCT 239,4257,587,402,168,11,2,2
PCT 239,4257,1640,1157,463,9,7,0
PCT 239,4257,57,34,23,0,0,0
PCT 239,4257,0,0,0,0,0,0
PCT 239,4257,0,0,0,0,0,0
PCT 240,6041,1021,731,266,16,6,0
PCT 240,6041,2261,1593,646,16,1,2
PCT 240,6041,60,39,20,1,0,0
PCT 240,6041,6,5,1,0,0,0
PCT 240,6041,0,0,0,0,0,0
PCT 241,1507,210,98,103,7,0,0
PCT 241,1507,632,338,284,2,2,0
PCT 241,1507,28,11,16,1,0,0
PCT 241,1507,0,0,0,0,0,0
PCT 241,1507,0,0,0,0,0,0
PCT 242,3356,387,200,180,6,1,0
PCT 242,3356,1412,794,608,4,1,2
PCT 242,3356,111,61,48,1,1,0
PCT 242,3356,2,1,1,0,0,0
PCT 242,3356,0,0,0,0,0,0
PCT 243,1517,251,167,74,9,0,0
PCT 243,1517,640,446,185,6,2,0
PCT 243,1517,20,4,16,0,0,0
PCT 243,1517,4,3,1,0,0,0
PCT 243,1517,0,0,0,0,0,0
PCT 244,3107,439,224,209,3,1,2
PCT 244,3107,1289,697,573,13,1,1
PCT 244,3107,32,18,14,0,0,0
PCT 244,3107,2,0,2,0,0,0
PCT 244,3107,0,0,0,0,0,0
PCT 245,2774,393,196,191,4,1,1
PCT 245,2774,736,373,348,5,3,3
PCT 245,2774,21,12,9,0,0,0
PCT 245,2774,1,0,1,0,0,0
PCT 245,2774,0,0,0,0,0,0
PCT 246,2832,320,147,167,2,3,0
PCT 246,2832,1317,705,593,10,2,2
PCT 246,2832,52,17,34,1,0,0
PCT 246,2832,2,0,2,0,0,0
PCT 246,2832,0,0,0,0,0,0
PCT 247,2148,360,255,94,6,1,0
PCT 247,2148,969,684,271,10,1,2
PCT 247,2148,32,18,14,0,0,0
PCT 247,2148,3,3,0,0,0,0
PCT 247,2148,0,0,0,0,0,0
PCT 248,2116,356,199,151,2,1,1
PCT 248,2116,691,367,319,3,1,0
PCT 248,2116,39,20,19,0,0,0
PCT 248,2116,1,1,0,0,0,0
PCT 248,2116,0,0,0,0,0,0
PCT LB 096,0,0,0,0,0,0,0
PCT LB 096,0,0,0,0,0,0,0
PCT LB 096,0,0,0,0,0,0,0
PCT LB 096,0,0,0,0,0,0,0
PCT LB 096,0,380,150,224,6,0,0
PCT LB 097,0,0,0,0,0,0,0
PCT LB 097,0,0,0,0,0,0,0
PCT LB 097,0,0,0,0,0,0,0
PCT LB 097,0,0,0,0,0,0,0
PCT LB 097,0,188,73,114,0,1,0
PCT LB 098,0,0,0,0,0,0,0
PCT LB 098,0,0,0,0,0,0,0
PCT LB 098,0,3,2,1,0,0,0
PCT LB 098,0,0,0,0,0,0,0
PCT LB 098,0,6,3,3,0,0,0
PCT LB 099,0,0,0,0,0,0,0
PCT LB 099,0,0,0,0,0,0,0
PCT LB 099,0,0,0,0,0,0,0
PCT LB 099,0,0,0,0,0,0,0
PCT LB 099,0,0,0,0,0,0,0
PCT LB 100,0,0,0,0,0,0,0
PCT LB 100,0,0,0,0,0,0,0
PCT LB 100,0,0,0,0,0,0,0
PCT LB 100,0,0,0,0,0,0,0
PCT LB 100,0,5,3,2,0,0,0
PCT LB 101,0,0,0,0,0,0,0
PCT LB 101,0,0,0,0,0,0,0
PCT LB 101,0,0,0,0,0,0,0
PCT LB 101,0,0,0,0,0,0,0
PCT LB 101,0,0,0,0,0,0,0
PCT LB 102,0,0,0,0,0,0,0
PCT LB 102,0,0,0,0,0,0,0
PCT LB 102,0,0,0,0,0,0,0
PCT LB 102,0,0,0,0,0,0,0
PCT LB 102,0,2,0,2,0,0,0
PCT LB 103,0,0,0,0,0,0,0
PCT LB 103,0,0,0,0,0,0,0
PCT LB 103,0,0,0,0,0,0,0
PCT LB 103,0,0,0,0,0,0,0
PCT LB 103,0,1,0,1,0,0,0
PCT LB 104,0,0,0,0,0,0,0
PCT LB 104,0,0,0,0,0,0,0
PCT LB 104,0,0,0,0,0,0,0
PCT LB 104,0,0,0,0,0,0,0
PCT LB 104,0,5,2,3,0,0,0
PCT LB 105,0,0,0,0,0,0,0
PCT LB 105,0,0,0,0,0,0,0
PCT LB 105,0,0,0,0,0,0,0
PCT LB 105,0,0,0,0,0,0,0
PCT LB 105,0,16,9,6,1,0,0
PCT LB 106,0,0,0,0,0,0,0
PCT LB 106,0,0,0,0,0,0,0
PCT LB 106,0,0,0,0,0,0,0
PCT LB 106,0,0,0,0,0,0,0
PCT LB 106,0,0,0,0,0,0,0
PCT LB 107,0,1,0,1,0,0,0
PCT LB 107,0,0,0,0,0,0,0
PCT LB 107,0,0,0,0,0,0,0
PCT LB 107,0,0,0,0,0,0,0
PCT LB 107,0,1,0,1,0,0,0
PCT LB 108,0,0,0,0,0,0,0
PCT LB 108,0,0,0,0,0,0,0
PCT LB 108,0,0,0,0,0,0,0
PCT LB 108,0,0,0,0,0,0,0
PCT LB 108,0,0,0,0,0,0,0
PCT LB 109,0,0,0,0,0,0,0
PCT LB 109,0,0,0,0,0,0,0
PCT LB 109,0,0,0,0,0,0,0
PCT LB 109,0,0,0,0,0,0,0
PCT LB 109,0,0,0,0,0,0,0
PCT LB 110,0,0,0,0,0,0,0
PCT LB 110,0,0,0,0,0,0,0
PCT LB 110,0,0,0,0,0,0,0
PCT LB 110,0,0,0,0,0,0,0
PCT LB 110,0,0,0,0,0,0,0
PCT LB 111,0,0,0,0,0,0,0
PCT LB 111,0,0,0,0,0,0,0
PCT LB 111,0,0,0,0,0,0,0
PCT LB 111,0,0,0,0,0,0,0
PCT LB 111,0,0,0,0,0,0,0
PCT LB 112,0,0,0,0,0,0,0
PCT LB 112,0,0,0,0,0,0,0
PCT LB 112,0,0,0,0,0,0,0
PCT LB 112,0,0,0,0,0,0,0
PCT LB 112,0,0,0,0,0,0,0
PCT LB 113,0,0,0,0,0,0,0
PCT LB 113,0,0,0,0,0,0,0
PCT LB 113,0,0,0,0,0,0,0
PCT LB 113,0,0,0,0,0,0,0
PCT LB 113,0,0,0,0,0,0,0
PCT LB 114,0,0,0,0,0,0,0
PCT LB 114,0,0,0,0,0,0,0
PCT LB 114,0,0,0,0,0,0,0
PCT LB 114,0,0,0,0,0,0,0
PCT LB 114,0,0,0,0,0,0,0
COUNTY TOTALS,696712,366168,198236,161737,3875,838,290
